train_idx,val_idx,test_idx
265,1149.0,1602.0
266,1150.0,1603.0
267,1151.0,1604.0
268,1152.0,1605.0
269,1153.0,1606.0
270,1154.0,1607.0
271,1155.0,1608.0
272,1156.0,1609.0
273,1157.0,1610.0
274,1158.0,1611.0
275,1159.0,1612.0
276,1160.0,1613.0
277,1206.0,1715.0
278,1207.0,1716.0
279,1208.0,1717.0
280,1209.0,1718.0
281,1210.0,1719.0
282,1211.0,1720.0
283,1212.0,1721.0
284,1213.0,1722.0
285,1214.0,1723.0
286,1215.0,1724.0
287,1216.0,1725.0
288,1217.0,1726.0
289,1218.0,1727.0
290,1219.0,1728.0
291,1220.0,1729.0
292,1221.0,1730.0
293,1222.0,1731.0
294,1223.0,1732.0
295,1224.0,1733.0
296,1225.0,1734.0
297,1226.0,1735.0
298,1227.0,1891.0
299,1228.0,1892.0
300,1229.0,1893.0
301,1230.0,1894.0
302,1231.0,1895.0
303,1232.0,1896.0
304,1539.0,1897.0
305,1540.0,1898.0
306,1541.0,1899.0
307,1542.0,1900.0
308,1543.0,1901.0
309,1544.0,1902.0
310,1545.0,1903.0
311,1546.0,1904.0
312,1547.0,1905.0
313,1548.0,1906.0
314,1549.0,1907.0
315,1550.0,1908.0
316,1551.0,1909.0
317,1552.0,1910.0
318,1553.0,1911.0
319,1554.0,1912.0
320,1555.0,1944.0
321,1556.0,1945.0
322,1557.0,1946.0
323,1558.0,1947.0
324,1559.0,1948.0
325,1560.0,1949.0
326,1561.0,1950.0
327,1562.0,1951.0
328,1563.0,1952.0
329,1614.0,1953.0
330,1615.0,1954.0
331,1616.0,1955.0
332,1617.0,1956.0
333,1618.0,1957.0
334,1619.0,1958.0
335,1620.0,1959.0
336,1621.0,1960.0
337,1622.0,1961.0
338,1623.0,1962.0
339,1624.0,1963.0
340,1625.0,1964.0
341,1626.0,1965.0
342,2194.0,1966.0
343,2195.0,1967.0
344,2196.0,1968.0
345,2197.0,1969.0
346,2198.0,1970.0
347,2199.0,1971.0
348,2200.0,1972.0
349,2201.0,1973.0
350,2202.0,1974.0
351,2203.0,1975.0
352,2204.0,1976.0
353,2205.0,1977.0
354,2328.0,1978.0
355,2329.0,1979.0
356,2330.0,1980.0
357,2331.0,1981.0
358,2332.0,1982.0
359,2333.0,1983.0
360,2334.0,1984.0
361,2335.0,1985.0
362,2336.0,1986.0
363,2337.0,1987.0
364,2338.0,1988.0
365,2339.0,1989.0
366,2340.0,1990.0
367,2341.0,1991.0
368,2481.0,1992.0
369,2482.0,1993.0
370,2483.0,1994.0
371,2484.0,1995.0
372,2485.0,1996.0
373,2486.0,1997.0
374,2487.0,1998.0
375,2488.0,1999.0
376,2489.0,2000.0
377,2490.0,2001.0
378,2491.0,2002.0
379,2492.0,2003.0
380,2493.0,2025.0
381,2494.0,2026.0
382,2495.0,2027.0
383,2496.0,2028.0
384,2497.0,2029.0
385,2498.0,2030.0
386,2499.0,2031.0
387,2500.0,2032.0
388,2501.0,2033.0
389,2502.0,2034.0
390,2503.0,2035.0
391,2504.0,2036.0
392,2505.0,2037.0
393,2506.0,2038.0
394,2507.0,2039.0
395,2508.0,2040.0
396,2509.0,2041.0
397,2510.0,2065.0
414,2511.0,2066.0
415,2539.0,2067.0
416,2540.0,2068.0
417,2541.0,2069.0
418,2542.0,2070.0
419,2543.0,2071.0
420,2544.0,2072.0
421,2545.0,2073.0
422,2546.0,2074.0
423,2547.0,2075.0
424,2548.0,2076.0
425,2549.0,2077.0
426,2550.0,2078.0
427,2703.0,2079.0
428,2704.0,2080.0
429,2705.0,2081.0
430,2706.0,2082.0
431,2707.0,2083.0
432,2708.0,2084.0
433,2709.0,2085.0
453,2710.0,2086.0
454,2711.0,2087.0
455,2712.0,2088.0
456,2713.0,2089.0
457,2714.0,2090.0
458,2715.0,2091.0
459,2716.0,2092.0
460,2717.0,2093.0
461,2718.0,2094.0
462,2719.0,2095.0
463,2720.0,2096.0
464,2721.0,2097.0
465,2792.0,2098.0
466,2793.0,2099.0
467,2794.0,2100.0
487,2795.0,2101.0
488,2796.0,2102.0
489,2797.0,2103.0
490,2798.0,2206.0
491,2799.0,2207.0
492,2800.0,2208.0
493,2801.0,2209.0
494,2802.0,2210.0
495,2803.0,2211.0
496,2804.0,2212.0
497,2805.0,2213.0
498,2806.0,2214.0
499,2807.0,2215.0
500,2808.0,2216.0
501,2809.0,2217.0
502,2810.0,2218.0
503,2811.0,2219.0
504,2812.0,2220.0
505,2813.0,2221.0
506,2814.0,2222.0
507,2815.0,2223.0
508,2816.0,2224.0
509,2817.0,2225.0
510,2818.0,2226.0
511,2819.0,2227.0
512,2820.0,2228.0
513,2821.0,2229.0
514,2822.0,2230.0
515,2823.0,2231.0
516,2824.0,2232.0
517,2825.0,2233.0
518,2826.0,2234.0
519,2827.0,2235.0
520,2927.0,2236.0
521,2928.0,2237.0
522,2929.0,2238.0
523,2930.0,2239.0
524,2931.0,2240.0
525,2932.0,2283.0
526,2933.0,2284.0
527,2934.0,2285.0
528,2935.0,2286.0
529,2936.0,2287.0
530,2937.0,2288.0
531,2938.0,2289.0
532,2939.0,2290.0
533,2940.0,2291.0
534,2941.0,2292.0
535,2942.0,2293.0
536,2943.0,2294.0
537,2944.0,2295.0
538,2945.0,2296.0
539,2946.0,2297.0
540,2947.0,2298.0
541,2948.0,2299.0
542,2949.0,2300.0
543,2950.0,2301.0
544,3018.0,2575.0
545,3019.0,2576.0
546,3020.0,2577.0
547,3021.0,2578.0
548,3022.0,2579.0
549,3023.0,2580.0
550,3024.0,2581.0
551,3025.0,2582.0
552,3026.0,2583.0
553,3027.0,2584.0
554,3028.0,2585.0
555,3029.0,2586.0
556,3030.0,2587.0
557,3031.0,2588.0
558,3032.0,2589.0
559,3033.0,2590.0
560,3034.0,2591.0
561,3035.0,2592.0
562,3036.0,2593.0
563,3037.0,2594.0
564,3038.0,2595.0
565,3039.0,2634.0
566,3040.0,2635.0
567,3062.0,2636.0
568,3063.0,2637.0
569,3064.0,2638.0
570,3065.0,2639.0
571,3066.0,2640.0
572,3067.0,2641.0
573,3068.0,2642.0
574,3069.0,2643.0
575,3070.0,2644.0
576,3071.0,2645.0
577,3072.0,2646.0
578,3073.0,2647.0
579,3074.0,2648.0
580,3075.0,2649.0
581,3076.0,2739.0
582,3077.0,2740.0
583,3118.0,2741.0
584,3119.0,2742.0
585,3120.0,2743.0
586,3121.0,2744.0
587,3122.0,2745.0
588,3123.0,2746.0
589,3124.0,2747.0
590,3125.0,2748.0
591,3126.0,2749.0
592,3127.0,2750.0
593,3128.0,2751.0
594,3129.0,2752.0
656,3130.0,2753.0
657,3131.0,2754.0
658,3132.0,2755.0
659,3133.0,2756.0
660,3134.0,2757.0
661,3135.0,2828.0
662,3136.0,2829.0
663,3137.0,2830.0
664,3151.0,2831.0
665,3152.0,2832.0
666,3153.0,2833.0
667,3154.0,2834.0
668,3155.0,2835.0
669,3156.0,2836.0
670,3157.0,2837.0
671,3158.0,2838.0
672,3159.0,2839.0
673,3160.0,2840.0
674,3161.0,2841.0
675,3162.0,2842.0
676,3163.0,2843.0
677,3177.0,2844.0
678,3178.0,2845.0
679,3179.0,2846.0
680,3180.0,2847.0
681,3181.0,2848.0
682,3182.0,2849.0
683,3183.0,2850.0
684,3184.0,2872.0
685,3185.0,2873.0
686,3186.0,2874.0
687,3187.0,2875.0
688,3188.0,2876.0
689,3189.0,2877.0
690,3190.0,2878.0
691,3191.0,2879.0
692,3192.0,2880.0
693,3193.0,2881.0
694,3194.0,2882.0
695,3195.0,2883.0
696,3196.0,2884.0
697,3233.0,2885.0
698,3234.0,2886.0
699,3235.0,2887.0
700,3236.0,2888.0
701,3237.0,2979.0
702,3238.0,2980.0
703,3239.0,2981.0
704,3240.0,2982.0
705,3241.0,2983.0
706,3242.0,2984.0
707,3243.0,2985.0
708,3244.0,2986.0
709,3245.0,2987.0
710,3246.0,2988.0
711,3247.0,2989.0
712,3248.0,2990.0
713,3249.0,2991.0
714,3250.0,2992.0
715,3251.0,2993.0
716,3252.0,3279.0
717,3253.0,3280.0
718,3254.0,3281.0
719,3255.0,3282.0
720,3256.0,3283.0
721,3330.0,3284.0
722,3331.0,3285.0
806,3332.0,3286.0
807,3333.0,3287.0
808,3334.0,3288.0
809,3335.0,3289.0
810,3336.0,3290.0
811,3337.0,3291.0
812,3338.0,3292.0
813,3339.0,3293.0
814,3340.0,3313.0
815,3341.0,3314.0
816,3342.0,3315.0
817,3343.0,3316.0
818,3344.0,3317.0
819,3345.0,3318.0
820,3346.0,3319.0
821,3347.0,3320.0
822,3348.0,3321.0
823,3349.0,3322.0
824,3350.0,3323.0
825,3351.0,3324.0
826,3352.0,3325.0
827,3353.0,3326.0
828,3354.0,3327.0
829,3355.0,3328.0
830,3356.0,3329.0
831,3357.0,3422.0
832,3358.0,3423.0
833,3359.0,3424.0
834,3360.0,3425.0
835,3361.0,3426.0
836,3362.0,3427.0
837,3363.0,3428.0
838,3364.0,3429.0
839,3365.0,3430.0
840,3366.0,3431.0
841,3367.0,3432.0
842,3368.0,3433.0
843,3369.0,3434.0
844,3370.0,3435.0
845,3371.0,3436.0
846,3372.0,3437.0
847,3373.0,3438.0
848,3374.0,3439.0
849,3375.0,3440.0
850,3376.0,3441.0
851,3377.0,3442.0
852,3378.0,3443.0
853,3534.0,3444.0
854,3535.0,3445.0
855,3536.0,3446.0
856,3537.0,3447.0
857,3538.0,3448.0
858,3539.0,3449.0
859,3540.0,3450.0
860,3541.0,3451.0
861,3542.0,3452.0
862,3543.0,3453.0
863,3544.0,3454.0
864,3545.0,3455.0
865,3546.0,3456.0
866,3547.0,3457.0
867,3548.0,3458.0
868,3549.0,3459.0
869,3550.0,3460.0
870,3551.0,3461.0
871,3552.0,3462.0
872,3553.0,3463.0
873,3554.0,3889.0
874,3555.0,3890.0
875,3556.0,3891.0
876,3557.0,3892.0
877,3558.0,3893.0
878,3559.0,3894.0
879,3560.0,3895.0
880,3561.0,3896.0
881,3562.0,3897.0
882,3563.0,3898.0
883,3564.0,3899.0
884,3565.0,3900.0
885,3566.0,3901.0
886,3567.0,3902.0
887,3568.0,3903.0
888,3569.0,3904.0
889,3570.0,3905.0
890,3571.0,3906.0
891,3572.0,3907.0
892,3573.0,3908.0
893,3574.0,3909.0
894,3575.0,3910.0
895,3576.0,3911.0
896,3577.0,3912.0
897,3578.0,3913.0
898,3579.0,3914.0
899,3580.0,3915.0
900,3581.0,3916.0
901,3582.0,3917.0
902,3583.0,3918.0
903,3584.0,3919.0
904,3585.0,3920.0
905,3586.0,3921.0
906,3587.0,3922.0
907,3588.0,3923.0
908,3589.0,3924.0
909,3590.0,3925.0
930,3591.0,3926.0
931,3592.0,3927.0
932,3593.0,3928.0
933,3723.0,3929.0
934,3724.0,3930.0
935,3725.0,3931.0
936,3726.0,3932.0
937,3727.0,3959.0
938,3728.0,3960.0
939,3729.0,3961.0
940,3730.0,3962.0
941,3731.0,3963.0
942,3732.0,3964.0
943,3733.0,3965.0
944,3734.0,3966.0
945,3735.0,3967.0
946,3736.0,3968.0
947,3737.0,3969.0
948,3738.0,3970.0
967,3739.0,3971.0
968,3740.0,3972.0
969,3813.0,3973.0
970,3814.0,3974.0
971,3815.0,3975.0
972,3816.0,3976.0
973,3817.0,3977.0
974,3818.0,3978.0
975,3819.0,3979.0
976,3820.0,3980.0
977,3821.0,3981.0
978,3822.0,3982.0
979,3823.0,3983.0
980,3824.0,3984.0
981,3825.0,3985.0
982,3826.0,3986.0
983,3827.0,3987.0
984,3848.0,3988.0
985,3849.0,4004.0
986,3850.0,4005.0
987,3851.0,4006.0
988,3852.0,4007.0
989,3853.0,4008.0
990,3854.0,4009.0
991,3855.0,4010.0
992,3856.0,4011.0
993,3857.0,4012.0
994,3858.0,4013.0
995,3859.0,4014.0
996,3860.0,4015.0
997,3861.0,4016.0
998,4286.0,4017.0
1042,4287.0,4018.0
1043,4288.0,4133.0
1044,4289.0,4134.0
1045,4290.0,4135.0
1046,4291.0,4136.0
1047,4292.0,4137.0
1048,4293.0,4138.0
1049,4294.0,4139.0
1050,4295.0,4140.0
1051,4296.0,4141.0
1052,4297.0,4142.0
1053,4298.0,4143.0
1054,4299.0,4144.0
1055,4300.0,4145.0
1074,4301.0,4146.0
1075,4302.0,4147.0
1076,4303.0,4148.0
1077,4304.0,4149.0
1078,4650.0,4150.0
1079,4651.0,4151.0
1080,4652.0,4152.0
1081,4653.0,4153.0
1082,4654.0,4154.0
1083,4655.0,4964.0
1084,4656.0,4965.0
1085,4657.0,4966.0
1086,4658.0,4967.0
1087,4659.0,4968.0
1088,4660.0,4969.0
1089,4661.0,4970.0
1090,4662.0,4971.0
1091,4663.0,4972.0
1092,4664.0,4973.0
1093,4665.0,4974.0
1094,4666.0,4975.0
1095,4667.0,4976.0
1096,4668.0,4977.0
1097,4669.0,5261.0
1098,4670.0,5262.0
1099,4671.0,5263.0
1100,4672.0,5264.0
1101,4673.0,5265.0
1102,4674.0,5266.0
1103,4675.0,5267.0
1104,4676.0,5268.0
1105,4677.0,5269.0
1106,4678.0,5270.0
1107,4679.0,5271.0
1108,4680.0,5272.0
1109,4681.0,5273.0
1110,4682.0,5274.0
1111,4683.0,5275.0
1112,4684.0,5276.0
1113,4685.0,5277.0
1114,4686.0,5278.0
1115,4687.0,5279.0
1116,4688.0,5280.0
1117,4689.0,5281.0
1118,4690.0,5282.0
1119,4691.0,5283.0
1120,4692.0,5284.0
1121,4693.0,5285.0
1122,4765.0,5286.0
1123,4766.0,5287.0
1124,4767.0,5288.0
1125,4768.0,5744.0
1126,4769.0,5745.0
1127,4770.0,5746.0
1128,4771.0,5747.0
1129,4772.0,5748.0
1130,4773.0,5749.0
1131,4774.0,5750.0
1132,4775.0,5751.0
1133,4776.0,5752.0
1134,4777.0,5753.0
1135,4778.0,5754.0
1136,4779.0,5755.0
1137,4780.0,5756.0
1138,4781.0,5757.0
1139,4782.0,5773.0
1140,4783.0,5774.0
1141,4784.0,5775.0
1142,4785.0,5776.0
1143,4786.0,5777.0
1161,4787.0,5778.0
1162,5098.0,5779.0
1163,5099.0,5780.0
1164,5100.0,5781.0
1165,5101.0,5782.0
1166,5102.0,5783.0
1167,5103.0,5784.0
1168,5104.0,5785.0
1169,5105.0,5786.0
1170,5106.0,5787.0
1171,5107.0,5788.0
1172,5108.0,5789.0
1173,5109.0,6035.0
1174,5110.0,6036.0
1175,5111.0,6037.0
1176,5112.0,6038.0
1177,5113.0,6039.0
1178,5417.0,6040.0
1179,5418.0,6041.0
1180,5419.0,6042.0
1181,5420.0,6043.0
1182,5421.0,6044.0
1183,5422.0,6045.0
1184,5423.0,6046.0
1185,5424.0,6047.0
1186,5425.0,6048.0
1187,5426.0,6049.0
1188,5427.0,6050.0
1189,5428.0,6051.0
1190,5429.0,6052.0
1191,5430.0,6053.0
1192,5431.0,6054.0
1193,5432.0,6055.0
1194,5433.0,6056.0
1195,5434.0,6057.0
1196,5435.0,6058.0
1197,5436.0,6059.0
1198,5437.0,6060.0
1199,5561.0,6061.0
1200,5562.0,6062.0
1201,5563.0,6063.0
1202,5564.0,6064.0
1203,5565.0,6065.0
1204,5566.0,6066.0
1205,5567.0,6067.0
1233,5568.0,6068.0
1234,5569.0,6069.0
1235,5570.0,6070.0
1236,5571.0,6071.0
1237,5572.0,6072.0
1238,5573.0,6073.0
1239,5574.0,6074.0
1240,5575.0,6075.0
1241,5576.0,6076.0
1242,5577.0,6077.0
1243,5578.0,6078.0
1244,5579.0,6079.0
1245,5580.0,6080.0
1246,5581.0,6081.0
1247,5582.0,6082.0
1248,5583.0,6083.0
1249,5584.0,6084.0
1250,5585.0,6085.0
1251,5586.0,6086.0
1252,5610.0,6168.0
1253,5611.0,6169.0
1254,5612.0,6170.0
1255,5613.0,6171.0
1256,5614.0,6172.0
1257,5615.0,6173.0
1258,5616.0,6174.0
1259,5617.0,6175.0
1260,5618.0,6176.0
1261,5619.0,6177.0
1262,5620.0,6178.0
1263,5621.0,6179.0
1264,5622.0,6180.0
1265,5623.0,6181.0
1266,5624.0,6182.0
1267,5625.0,6183.0
1268,5626.0,6184.0
1269,5729.0,6185.0
1270,5730.0,6186.0
1271,5731.0,6187.0
1272,5732.0,6188.0
1273,5733.0,6189.0
1274,5734.0,6190.0
1275,5735.0,6337.0
1276,5736.0,6338.0
1319,5737.0,6339.0
1320,5738.0,6340.0
1321,5739.0,6341.0
1322,5740.0,6342.0
1323,5741.0,6343.0
1324,5742.0,6344.0
1325,5743.0,6345.0
1326,5790.0,6346.0
1327,5791.0,6347.0
1328,5792.0,6348.0
1329,5793.0,6349.0
1330,5794.0,6350.0
1331,5795.0,6351.0
1332,5796.0,6352.0
1333,5797.0,6353.0
1334,5798.0,6354.0
1335,5799.0,6394.0
1336,5800.0,6395.0
1346,5801.0,6396.0
1347,5802.0,6397.0
1348,5803.0,6398.0
1349,5804.0,6399.0
1350,5805.0,6400.0
1351,5806.0,6401.0
1352,5807.0,6402.0
1353,5846.0,6403.0
1354,5847.0,6404.0
1355,5848.0,6405.0
1356,5849.0,6406.0
1357,5850.0,6407.0
1358,5851.0,6408.0
1359,5852.0,6409.0
1360,5853.0,6410.0
1361,5854.0,6411.0
1362,5855.0,6412.0
1363,5856.0,6413.0
1364,5857.0,6414.0
1365,5858.0,6415.0
1366,5859.0,6416.0
1367,5860.0,6417.0
1368,5861.0,6418.0
1369,5862.0,6419.0
1370,5863.0,6477.0
1371,5864.0,6478.0
1372,5865.0,6479.0
1373,5866.0,6480.0
1374,6154.0,6481.0
1375,6155.0,6482.0
1376,6156.0,6483.0
1377,6157.0,6484.0
1378,6158.0,6485.0
1379,6159.0,6486.0
1380,6160.0,6487.0
1381,6161.0,6488.0
1382,6162.0,6489.0
1383,6163.0,6490.0
1384,6164.0,6491.0
1385,6165.0,6492.0
1386,6166.0,6493.0
1387,6167.0,6494.0
1388,6355.0,6495.0
1389,6356.0,6496.0
1390,6357.0,6497.0
1391,6358.0,6646.0
1392,6359.0,6647.0
1393,6360.0,6648.0
1394,6361.0,6649.0
1395,6362.0,6650.0
1396,6363.0,6651.0
1397,6364.0,6652.0
1398,6365.0,6653.0
1399,6366.0,6654.0
1400,6367.0,6655.0
1401,6368.0,6656.0
1402,6369.0,6657.0
1403,6370.0,6658.0
1404,6371.0,6659.0
1405,6372.0,6660.0
1406,6373.0,6661.0
1407,6374.0,6662.0
1408,6498.0,6663.0
1409,6499.0,6664.0
1410,6500.0,6665.0
1411,6501.0,6795.0
1412,6502.0,6796.0
1413,6503.0,6797.0
1414,6504.0,6798.0
1415,6505.0,6799.0
1416,6506.0,6800.0
1417,6507.0,6801.0
1418,6508.0,6802.0
1419,6509.0,6803.0
1420,6510.0,6804.0
1421,6511.0,6805.0
1422,6512.0,6806.0
1423,6513.0,6807.0
1424,6514.0,6808.0
1425,6515.0,6809.0
1426,6686.0,6810.0
1427,6687.0,6811.0
1428,6688.0,6812.0
1429,6689.0,6813.0
1430,6690.0,6814.0
1431,6691.0,6815.0
1432,6692.0,6839.0
1433,6693.0,6840.0
1434,6694.0,6841.0
1435,6695.0,6842.0
1436,6696.0,6843.0
1437,6697.0,6844.0
1438,6698.0,6845.0
1439,6699.0,6846.0
1440,6700.0,6847.0
1441,6701.0,6848.0
1442,6702.0,6849.0
1443,6703.0,6850.0
1444,6975.0,6851.0
1445,6976.0,6852.0
1446,6977.0,6853.0
1447,6978.0,6854.0
1448,6979.0,6855.0
1449,6980.0,6856.0
1450,6981.0,7029.0
1451,6982.0,7030.0
1452,6983.0,7031.0
1453,6984.0,7032.0
1454,6985.0,7033.0
1455,6986.0,7034.0
1456,6987.0,7035.0
1457,6988.0,7036.0
1458,6989.0,7037.0
1459,6990.0,7038.0
1460,6991.0,7039.0
1461,6992.0,7040.0
1462,6993.0,7041.0
1463,6994.0,7191.0
1464,6995.0,7192.0
1465,6996.0,7193.0
1466,7042.0,7194.0
1467,7043.0,7195.0
1468,7044.0,7196.0
1469,7045.0,7197.0
1470,7046.0,7198.0
1471,7047.0,7199.0
1472,7048.0,7200.0
1473,7049.0,7201.0
1474,7050.0,7202.0
1475,7051.0,7203.0
1476,7052.0,7204.0
1477,7053.0,7205.0
1478,7054.0,7206.0
1479,7055.0,7207.0
1480,7056.0,7208.0
1481,7057.0,7209.0
1482,7128.0,7210.0
1483,7129.0,7211.0
1484,7130.0,7212.0
1485,7131.0,7213.0
1486,7132.0,7214.0
1487,7133.0,7215.0
1488,7134.0,7216.0
1489,7135.0,7495.0
1490,7136.0,7496.0
1491,7137.0,7497.0
1492,7138.0,7498.0
1493,7139.0,7499.0
1494,7140.0,7500.0
1495,7141.0,7501.0
1496,7142.0,7502.0
1497,7143.0,7503.0
1498,7144.0,7504.0
1499,7145.0,7505.0
1500,7146.0,7506.0
1501,7147.0,7507.0
1502,7148.0,7508.0
1503,7149.0,7509.0
1504,7150.0,7510.0
1505,7748.0,7511.0
1506,7749.0,7512.0
1507,7750.0,7513.0
1508,7751.0,7514.0
1509,7752.0,7515.0
1510,7753.0,7516.0
1511,7754.0,7517.0
1512,7755.0,7518.0
1513,7756.0,7519.0
1514,7757.0,7520.0
1515,7758.0,7521.0
1516,7759.0,7522.0
1517,7760.0,7523.0
1518,7761.0,7524.0
1519,7762.0,7525.0
1520,7763.0,7526.0
1521,7764.0,7527.0
1522,7765.0,7528.0
1523,7766.0,7529.0
1524,8036.0,7530.0
1525,8037.0,7531.0
1526,8038.0,7532.0
1527,8039.0,7533.0
1528,8040.0,7534.0
1529,8041.0,7535.0
1530,8042.0,7536.0
1531,8043.0,7872.0
1532,8044.0,7873.0
1533,8045.0,7874.0
1534,8046.0,7875.0
1535,8047.0,7876.0
1536,8048.0,7877.0
1537,8049.0,7878.0
1538,8050.0,7879.0
1564,8051.0,7880.0
1565,8052.0,7881.0
1566,8053.0,7882.0
1567,8054.0,7883.0
1568,8055.0,7884.0
1569,8056.0,7885.0
1570,8057.0,7886.0
1571,8088.0,7887.0
1572,8089.0,7927.0
1573,8090.0,7928.0
1574,8091.0,7929.0
1575,8092.0,7930.0
1576,8093.0,7931.0
1577,8094.0,7932.0
1578,8095.0,7933.0
1579,8096.0,7934.0
1580,8097.0,7935.0
1581,8098.0,7936.0
1582,8099.0,7937.0
1583,8100.0,7938.0
1584,8101.0,7939.0
1585,8102.0,7940.0
1586,8103.0,7941.0
1587,8104.0,8024.0
1588,8105.0,8025.0
1589,8106.0,8026.0
1627,8107.0,8027.0
1628,8108.0,8028.0
1629,8109.0,8029.0
1630,8110.0,8030.0
1631,8111.0,8031.0
1632,8112.0,8032.0
1633,8113.0,8033.0
1634,8114.0,8034.0
1635,8208.0,8035.0
1636,8209.0,8181.0
1637,8210.0,8182.0
1638,8211.0,8183.0
1639,8212.0,8184.0
1640,8213.0,8185.0
1641,8214.0,8186.0
1642,8215.0,8187.0
1643,8216.0,8188.0
1644,8217.0,8189.0
1645,8218.0,8190.0
1646,8219.0,8191.0
1647,8220.0,8192.0
1648,8221.0,8193.0
1649,8222.0,8194.0
1650,8223.0,8195.0
1651,8224.0,8196.0
1652,8225.0,8197.0
1653,8226.0,8198.0
1654,8227.0,8199.0
1655,8228.0,8200.0
1656,8229.0,8201.0
1657,8230.0,8202.0
1658,8231.0,8203.0
1659,8232.0,8204.0
