train_idx,val_idx,test_idx
565,3698.0,3222.0
566,3711.0,3244.0
567,3748.0,3259.0
568,3750.0,3263.0
569,3796.0,3264.0
570,3801.0,3265.0
571,3803.0,3267.0
572,3807.0,3268.0
573,3816.0,3272.0
575,3819.0,3275.0
576,3822.0,3276.0
578,3825.0,3289.0
579,3829.0,3292.0
580,3838.0,3296.0
581,3840.0,3301.0
583,3841.0,3303.0
585,3844.0,3310.0
586,3851.0,3327.0
589,3853.0,3355.0
590,3885.0,3370.0
593,3915.0,3375.0
594,3916.0,3396.0
597,3935.0,3406.0
598,3938.0,3409.0
600,3955.0,3412.0
601,3986.0,3421.0
602,3994.0,3432.0
603,4029.0,3435.0
604,4038.0,3443.0
605,4053.0,3458.0
606,4063.0,3479.0
608,4067.0,3484.0
610,4086.0,3486.0
611,4097.0,3494.0
613,4099.0,3510.0
614,4118.0,3513.0
616,4124.0,3520.0
619,4145.0,3524.0
620,4146.0,3529.0
621,4154.0,3535.0
622,4163.0,3560.0
625,4170.0,3564.0
626,4173.0,3566.0
627,4176.0,3605.0
628,4180.0,3616.0
629,4190.0,3626.0
630,4201.0,3637.0
631,4208.0,3660.0
632,4244.0,3667.0
633,4266.0,3675.0
634,4275.0,3677.0
636,4276.0,3688.0
638,4285.0,3689.0
639,4288.0,3697.0
640,4304.0,3704.0
641,4309.0,3708.0
642,4319.0,3716.0
643,4334.0,3718.0
644,4343.0,3721.0
645,4350.0,3729.0
646,4388.0,3753.0
647,4390.0,3757.0
649,4405.0,3762.0
651,4411.0,3772.0
652,4423.0,3778.0
653,4455.0,3797.0
656,4480.0,3812.0
657,4481.0,3817.0
658,4483.0,3824.0
659,4494.0,3846.0
660,4500.0,3883.0
662,4503.0,3891.0
663,4513.0,3910.0
664,4532.0,3927.0
666,4536.0,3930.0
668,4537.0,3946.0
669,4540.0,3948.0
670,4543.0,3953.0
671,4545.0,3961.0
672,4551.0,3963.0
673,4552.0,3971.0
674,4553.0,3974.0
675,4557.0,3997.0
676,4562.0,4001.0
677,4565.0,4028.0
679,4567.0,4033.0
680,4574.0,4043.0
682,4578.0,4048.0
683,4610.0,4049.0
685,4620.0,4050.0
686,4623.0,4052.0
688,4629.0,4064.0
689,4638.0,4065.0
690,4639.0,4069.0
691,4644.0,4079.0
692,4648.0,4091.0
693,4664.0,4094.0
694,4673.0,4095.0
695,4681.0,4108.0
698,4709.0,4117.0
700,4734.0,4120.0
701,4738.0,4130.0
702,4743.0,4131.0
703,4763.0,4133.0
704,4768.0,4140.0
705,4775.0,4151.0
707,4781.0,4164.0
709,4785.0,4182.0
710,4786.0,4191.0
712,4794.0,4232.0
713,4798.0,4239.0
714,4805.0,4264.0
715,4810.0,4265.0
717,4812.0,4270.0
720,4814.0,4291.0
721,4830.0,4295.0
722,4831.0,4313.0
723,4833.0,4318.0
725,4839.0,4384.0
726,4856.0,4392.0
727,4857.0,4395.0
728,4861.0,4404.0
729,4871.0,4415.0
730,4914.0,4418.0
731,4915.0,4425.0
732,4920.0,4441.0
735,4945.0,4448.0
738,4950.0,4454.0
741,4951.0,4458.0
743,4959.0,4459.0
744,4970.0,4462.0
747,4972.0,4464.0
749,4977.0,4468.0
750,4979.0,4477.0
751,4997.0,4491.0
752,5008.0,4497.0
753,5009.0,4523.0
754,5019.0,4526.0
755,5023.0,4527.0
756,5027.0,4528.0
757,5030.0,4530.0
758,5038.0,4535.0
759,5049.0,4554.0
760,5076.0,4555.0
762,5089.0,4560.0
764,5090.0,4575.0
765,5108.0,4577.0
766,5111.0,4579.0
767,5115.0,4594.0
768,5122.0,4600.0
769,5132.0,4603.0
770,5136.0,4630.0
771,5153.0,4631.0
773,5156.0,4632.0
774,5161.0,4649.0
775,5165.0,4658.0
776,5173.0,4663.0
777,5174.0,4669.0
778,5178.0,4690.0
782,5186.0,4691.0
783,5200.0,4707.0
784,5239.0,4710.0
786,5242.0,4726.0
787,5273.0,4730.0
788,5295.0,4735.0
789,5296.0,4736.0
790,5308.0,4737.0
791,5309.0,4739.0
793,5323.0,4745.0
794,5333.0,4746.0
795,5341.0,4748.0
798,5344.0,4749.0
799,5360.0,4751.0
800,5363.0,4759.0
801,5371.0,4761.0
802,5410.0,4764.0
803,5421.0,4765.0
804,5434.0,4766.0
805,5437.0,4770.0
806,5439.0,4774.0
808,5456.0,4790.0
810,5465.0,4792.0
811,5476.0,4796.0
812,5482.0,4807.0
813,5489.0,4808.0
815,5515.0,4813.0
816,5516.0,4820.0
817,5527.0,4821.0
818,5528.0,4826.0
819,5531.0,4827.0
820,5536.0,4844.0
822,5538.0,4869.0
823,5539.0,4873.0
824,5546.0,4874.0
825,5550.0,4910.0
826,5554.0,4911.0
828,5577.0,4918.0
829,5580.0,4939.0
830,5585.0,4964.0
831,5601.0,4985.0
833,5641.0,4993.0
834,5643.0,5001.0
835,5655.0,5005.0
836,5657.0,5007.0
837,5698.0,5020.0
838,5748.0,5022.0
839,5785.0,5031.0
841,5816.0,5091.0
842,5819.0,5093.0
843,5830.0,5099.0
845,5834.0,5129.0
848,5855.0,5135.0
851,5869.0,5151.0
852,5874.0,5170.0
853,5894.0,5184.0
854,5895.0,5201.0
856,5896.0,5266.0
857,5905.0,5267.0
858,5908.0,5274.0
859,5920.0,5275.0
862,5954.0,5285.0
863,5963.0,5289.0
865,5968.0,5307.0
866,5973.0,5314.0
867,5979.0,5347.0
868,5984.0,5355.0
869,5993.0,5358.0
870,5996.0,5359.0
871,6013.0,5366.0
873,6028.0,5379.0
874,6029.0,5380.0
876,6033.0,5391.0
877,6043.0,5396.0
878,6058.0,5400.0
879,6064.0,5401.0
880,6067.0,5440.0
881,6087.0,5462.0
882,6120.0,5468.0
884,6178.0,5481.0
885,6198.0,5496.0
887,6201.0,5499.0
888,6202.0,5524.0
889,6211.0,5568.0
892,6212.0,5573.0
893,6217.0,5586.0
894,6219.0,5590.0
895,6225.0,5597.0
896,6233.0,5605.0
897,6258.0,5607.0
899,6260.0,5658.0
900,6266.0,5662.0
902,6270.0,5696.0
904,6272.0,5718.0
906,6275.0,5722.0
907,6277.0,5729.0
908,6281.0,5746.0
909,6286.0,5747.0
910,6289.0,5776.0
913,6302.0,5793.0
914,6304.0,5811.0
915,6320.0,5829.0
916,6344.0,5843.0
917,6360.0,5887.0
918,6369.0,5889.0
919,6375.0,5893.0
921,6398.0,5898.0
922,6400.0,5907.0
923,6406.0,5922.0
925,6408.0,5925.0
927,6410.0,5935.0
928,6415.0,5936.0
929,6426.0,5941.0
930,6430.0,5952.0
931,6448.0,5957.0
932,6451.0,5961.0
933,6468.0,5974.0
934,6487.0,5985.0
935,6500.0,5992.0
937,6502.0,5994.0
938,6515.0,6001.0
939,6517.0,6010.0
940,6518.0,6040.0
941,6524.0,6041.0
942,6532.0,6051.0
943,6547.0,6069.0
944,6553.0,6075.0
945,6582.0,6076.0
946,6591.0,6101.0
947,6596.0,6122.0
948,6630.0,6131.0
949,6637.0,6137.0
951,6640.0,6163.0
952,6644.0,6165.0
953,6646.0,6169.0
955,6649.0,6173.0
956,6650.0,6177.0
958,6657.0,6180.0
960,6661.0,6182.0
961,6665.0,6183.0
962,6668.0,6190.0
963,6680.0,6195.0
965,6691.0,6204.0
966,6694.0,6210.0
967,6708.0,6222.0
968,6722.0,6230.0
970,6724.0,6238.0
971,6734.0,6243.0
972,6753.0,6245.0
974,6766.0,6250.0
976,6769.0,6253.0
977,6773.0,6265.0
978,6774.0,6268.0
979,6800.0,6274.0
980,6822.0,6276.0
981,6826.0,6287.0
983,6833.0,6291.0
984,6850.0,6335.0
985,6871.0,6387.0
987,6878.0,6391.0
989,6892.0,6416.0
990,6910.0,6425.0
991,6926.0,6441.0
992,6931.0,6447.0
994,6938.0,6449.0
995,6949.0,6453.0
996,6959.0,6455.0
997,6973.0,6456.0
998,6983.0,6467.0
999,6985.0,6474.0
1000,6987.0,6476.0
1002,6993.0,6479.0
1003,7011.0,6482.0
1004,7020.0,6492.0
1005,7031.0,6523.0
1006,7057.0,6538.0
1007,7112.0,6549.0
1008,7118.0,6551.0
1009,7130.0,6556.0
1010,7156.0,6564.0
1011,7172.0,6578.0
1013,7173.0,6595.0
1014,7179.0,6612.0
1015,7204.0,6619.0
1017,7207.0,6627.0
1018,7211.0,6647.0
1019,7231.0,6653.0
1022,7253.0,6655.0
1024,7276.0,6656.0
1025,7277.0,6669.0
1026,7282.0,6679.0
1027,7299.0,6697.0
1028,7307.0,6698.0
1029,7312.0,6706.0
1030,7316.0,6714.0
1031,7317.0,6746.0
1032,7318.0,6757.0
1033,7320.0,6762.0
1034,7321.0,6792.0
1035,7322.0,6804.0
1036,7339.0,6819.0
1037,7353.0,6825.0
1038,7368.0,6836.0
1040,7385.0,6844.0
1041,7395.0,6859.0
1042,7411.0,6895.0
1043,7412.0,6901.0
1044,7428.0,6914.0
1045,7430.0,6933.0
1046,7455.0,6936.0
1048,7456.0,6942.0
1051,7459.0,6944.0
1052,7461.0,6945.0
1053,7476.0,6948.0
1054,7487.0,6951.0
1055,7499.0,6958.0
1056,7503.0,6970.0
1058,7509.0,6975.0
1059,7513.0,6986.0
1060,7518.0,6998.0
1061,7529.0,7006.0
1062,7540.0,7014.0
1063,7550.0,7022.0
1064,7558.0,7025.0
1065,7569.0,7035.0
1066,7579.0,7037.0
1068,7581.0,7038.0
1070,7586.0,7064.0
1071,7595.0,7076.0
1072,7604.0,7106.0
1073,7605.0,7115.0
1075,7607.0,7122.0
1076,7613.0,7146.0
1077,7618.0,7150.0
1078,7619.0,7155.0
1080,7621.0,7157.0
1081,7622.0,7168.0
1082,7653.0,7237.0
1083,7655.0,7252.0
1084,7661.0,7257.0
1085,7671.0,7278.0
1086,7673.0,7330.0
1088,7679.0,7342.0
1089,7688.0,7363.0
1090,7697.0,7370.0
1091,7698.0,7373.0
1092,7707.0,7378.0
1093,7717.0,7381.0
1094,7730.0,7382.0
1095,7742.0,7397.0
1096,7745.0,7413.0
1098,7749.0,7416.0
1099,7750.0,7425.0
1101,7754.0,7439.0
1102,7764.0,7442.0
1103,7783.0,7448.0
1105,7784.0,7464.0
1106,7791.0,7472.0
1108,7795.0,7475.0
1109,7796.0,7477.0
1110,7797.0,7479.0
1112,7800.0,7483.0
1113,7808.0,7496.0
1114,7811.0,7497.0
1115,7812.0,7501.0
1116,7818.0,7520.0
1117,7819.0,7530.0
1119,7822.0,7537.0
1122,7839.0,7538.0
1126,7840.0,7547.0
1127,7851.0,7562.0
1129,7857.0,7564.0
1130,7858.0,7565.0
1131,7861.0,7571.0
1133,7867.0,7573.0
1134,7870.0,7574.0
1135,7888.0,7599.0
1136,7889.0,7615.0
1137,7902.0,7647.0
1138,7912.0,7654.0
1141,7922.0,7677.0
1142,7951.0,7678.0
1143,7956.0,7685.0
1144,7962.0,7687.0
1146,7971.0,7694.0
1147,7981.0,7695.0
1149,7987.0,7703.0
1151,7991.0,7720.0
1152,7992.0,7721.0
1155,8003.0,7735.0
1156,8010.0,7738.0
1158,8012.0,7739.0
1160,8019.0,7740.0
1161,8036.0,7743.0
1162,8039.0,7747.0
1163,8045.0,7748.0
1164,8053.0,7766.0
1165,8056.0,7768.0
1166,8060.0,7771.0
1167,8069.0,7774.0
1168,8071.0,7782.0
1169,8078.0,7789.0
1171,8082.0,7793.0
1172,8085.0,7801.0
1173,8108.0,7829.0
1175,8112.0,7836.0
1176,8124.0,7848.0
1177,8127.0,7854.0
1178,8136.0,7855.0
1179,8146.0,7856.0
1180,8150.0,7874.0
1181,8153.0,7877.0
1182,8154.0,7882.0
1184,8162.0,7915.0
1185,8165.0,7952.0
1186,8166.0,7964.0
1187,8172.0,7977.0
1188,8185.0,7978.0
1190,8220.0,7994.0
1191,8235.0,8001.0
1192,8239.0,8028.0
1193,8241.0,8031.0
1194,8261.0,8037.0
1195,8267.0,8050.0
1196,8278.0,8058.0
1197,8295.0,8087.0
1198,8317.0,8094.0
1199,8324.0,8105.0
1200,8345.0,8109.0
1201,8347.0,8137.0
1202,8358.0,8145.0
1203,8363.0,8158.0
1204,8365.0,8187.0
1206,8369.0,8199.0
1208,8406.0,8201.0
1209,8440.0,8204.0
1210,8444.0,8217.0
1211,8460.0,8218.0
1212,8461.0,8229.0
1214,8471.0,8246.0
1215,8478.0,8271.0
1216,8492.0,8303.0
1217,8501.0,8314.0
1218,8519.0,8327.0
1219,8537.0,8338.0
1220,8539.0,8351.0
1221,8541.0,8368.0
1223,8543.0,8385.0
1224,8565.0,8386.0
1225,8567.0,8389.0
1226,8588.0,8398.0
1227,8595.0,8399.0
1228,8623.0,8400.0
1229,8650.0,8403.0
1230,8675.0,8416.0
1231,8704.0,8423.0
1232,8711.0,8446.0
1233,8722.0,8469.0
1234,8734.0,8481.0
1235,8767.0,8486.0
1236,8778.0,8528.0
1237,8807.0,8529.0
1240,8812.0,8556.0
1241,8816.0,8586.0
1242,8826.0,8590.0
1243,8830.0,8596.0
1247,8831.0,8624.0
1248,8833.0,8627.0
1249,8838.0,8632.0
1250,8848.0,8634.0
1252,8849.0,8660.0
1255,8859.0,8676.0
1257,8862.0,8679.0
1258,8866.0,8685.0
1259,8888.0,8686.0
1260,8895.0,8705.0
1262,8902.0,8712.0
1263,8903.0,8714.0
1264,8906.0,8715.0
1266,8912.0,8728.0
1267,8925.0,8740.0
1269,8926.0,8748.0
1270,8933.0,8768.0
1271,8948.0,8799.0
1272,8950.0,8800.0
1273,8952.0,8810.0
1275,8957.0,8822.0
1276,8958.0,8839.0
1277,8962.0,8844.0
1278,8968.0,8854.0
1279,8969.0,8856.0
1280,8970.0,8864.0
1281,8976.0,8865.0
1282,8989.0,8875.0
1283,8994.0,8899.0
1284,9004.0,8900.0
1285,9011.0,8908.0
1286,9013.0,8911.0
1287,9020.0,8913.0
1288,9028.0,8931.0
1289,9032.0,8936.0
1290,9043.0,8937.0
1291,9050.0,8943.0
1292,9061.0,8955.0
1293,9067.0,8964.0
1294,9070.0,8965.0
1296,9099.0,8972.0
1297,9107.0,8975.0
1298,9121.0,8986.0
1299,9142.0,8999.0
1300,9143.0,9000.0
1301,9150.0,9018.0
1302,9155.0,9073.0
1303,9168.0,9074.0
1304,9169.0,9075.0
1305,9184.0,9108.0
1306,9186.0,9139.0
1308,9187.0,9149.0
1312,9189.0,9151.0
1313,9190.0,9153.0
1314,9202.0,9162.0
1316,9211.0,9167.0
1317,9215.0,9170.0
1319,9242.0,9174.0
1320,9245.0,9185.0
1321,9252.0,9188.0
1324,9253.0,9192.0
1326,9258.0,9194.0
1327,9259.0,9201.0
1328,9260.0,9205.0
1329,9278.0,9207.0
1330,9284.0,9208.0
1331,9285.0,9210.0
1332,9289.0,9221.0
1333,9297.0,9225.0
1334,9304.0,9227.0
1335,9321.0,9231.0
1337,9325.0,9246.0
1340,9327.0,9264.0
1341,9376.0,9271.0
1343,9384.0,9281.0
1344,9385.0,9288.0
1348,9388.0,9301.0
1349,9391.0,9306.0
1350,9394.0,9309.0
1351,9395.0,9312.0
1352,9410.0,9314.0
1354,9412.0,9317.0
1357,9414.0,9319.0
1358,9419.0,9336.0
1359,9422.0,9352.0
1360,9450.0,9355.0
1361,9472.0,9357.0
1362,9474.0,9369.0
1363,9496.0,9382.0
1364,9517.0,9400.0
1365,9549.0,9402.0
1367,9556.0,9404.0
1368,9617.0,9434.0
1369,9621.0,9435.0
1371,9631.0,9436.0
1372,9640.0,9440.0
1373,9678.0,9441.0
1376,9684.0,9453.0
1378,9698.0,9463.0
1379,9704.0,9469.0
1380,9711.0,9470.0
1381,9719.0,9482.0
1383,9734.0,9491.0
1385,9735.0,9493.0
1387,9749.0,9498.0
1388,9750.0,9499.0
1389,9756.0,9500.0
1390,9794.0,9510.0
1391,9795.0,9538.0
1392,9805.0,9548.0
1393,9809.0,9555.0
1394,9820.0,9558.0
1395,9825.0,9559.0
1397,9843.0,9564.0
1398,9844.0,9565.0
1399,9853.0,9568.0
1400,9859.0,9569.0
1401,9872.0,9587.0
1403,9891.0,9611.0
1404,9904.0,9618.0
1405,9937.0,9651.0
1406,9971.0,9657.0
1407,9984.0,9663.0
1408,9989.0,9682.0
1410,9992.0,9693.0
1411,9999.0,9718.0
1413,10006.0,9727.0
1414,10018.0,9729.0
1416,10041.0,9768.0
1418,10081.0,9772.0
1421,10086.0,9778.0
1422,10087.0,9779.0
1423,10097.0,9784.0
1424,10117.0,9791.0
1426,10119.0,9798.0
1430,10131.0,9814.0
1431,10132.0,9829.0
1433,10133.0,9839.0
1434,10143.0,9860.0
1436,10145.0,9874.0
1438,10151.0,9878.0
1439,10174.0,9880.0
1441,10200.0,9890.0
1444,10201.0,9895.0
1445,10204.0,9896.0
1446,10222.0,9926.0
1448,10225.0,9928.0
1449,10231.0,9944.0
1450,10234.0,9961.0
1451,10274.0,9962.0
1452,10282.0,9972.0
1454,10291.0,10010.0
1455,10303.0,10012.0
1456,10319.0,10021.0
1458,10331.0,10031.0
1459,10346.0,10039.0
1460,10358.0,10048.0
1461,10360.0,10061.0
1462,10361.0,10062.0
1463,10367.0,10064.0
1465,10377.0,10068.0
1467,10382.0,10069.0
1468,10388.0,10100.0
1469,10389.0,10124.0
1470,10391.0,10137.0
1472,10395.0,10152.0
1473,10410.0,10213.0
1474,10412.0,10228.0
1475,10425.0,10241.0
1476,10426.0,10248.0
1477,10428.0,10264.0
1478,10434.0,10294.0
1480,10445.0,10295.0
1481,10449.0,10300.0
1482,10457.0,10322.0
1483,10458.0,10351.0
1484,10462.0,10359.0
1485,10463.0,10381.0
1486,10501.0,10401.0
1488,10502.0,10407.0
1489,10509.0,10413.0
1492,10518.0,10422.0
1493,10526.0,10429.0
1495,10527.0,10435.0
1496,10542.0,10447.0
1499,10553.0,10451.0
1501,10556.0,10456.0
1503,10564.0,10459.0
1504,10577.0,10484.0
1505,10604.0,10487.0
1506,10606.0,10497.0
1507,10618.0,10511.0
1508,10640.0,10531.0
1509,10650.0,10533.0
1510,10659.0,10537.0
1511,10675.0,10574.0
1512,10680.0,10602.0
1514,10686.0,10614.0
1515,10690.0,10620.0
1516,10698.0,10626.0
1517,10702.0,10627.0
1518,10703.0,10633.0
1519,10745.0,10634.0
1520,10752.0,10635.0
