train_idx,val_idx,test_idx
79834,50524.0,68299.0
55459,67502.0,29451.0
874,67376.0,73671.0
7106,43633.0,17052.0
64185,72759.0,82450.0
81452,20988.0,62846.0
7915,57191.0,79440.0
15377,83080.0,65319.0
37440,51767.0,73238.0
2218,25341.0,60457.0
30053,67960.0,40881.0
4751,28420.0,23195.0
5225,16686.0,49588.0
17122,38372.0,15576.0
42797,35015.0,86405.0
75586,9105.0,81229.0
51784,14785.0,28218.0
18699,81081.0,2629.0
83907,74385.0,79954.0
58551,43416.0,51617.0
68555,36531.0,30800.0
36045,13976.0,18988.0
6165,18591.0,5106.0
35279,51504.0,1926.0
62017,70546.0,82720.0
77444,69788.0,18374.0
28596,75843.0,24237.0
25424,61306.0,66219.0
5479,15617.0,45351.0
29626,14827.0,84647.0
12067,75512.0,18829.0
69583,77040.0,30724.0
12290,55274.0,4316.0
30606,23435.0,65445.0
2046,72987.0,69790.0
64483,69621.0,23615.0
55478,62697.0,32709.0
84547,26808.0,33048.0
56409,40143.0,28495.0
83305,50401.0,945.0
69488,76284.0,72198.0
64009,5558.0,38601.0
16844,23751.0,69926.0
35437,69594.0,41752.0
64504,46651.0,22492.0
29399,12757.0,68484.0
29915,22531.0,6072.0
32572,57343.0,5808.0
60292,58922.0,24380.0
8411,84205.0,53571.0
32838,13670.0,53130.0
78899,19429.0,82062.0
79503,60048.0,65686.0
43470,74412.0,47942.0
49548,82884.0,84970.0
1513,47748.0,64692.0
55802,60850.0,25331.0
63604,75855.0,63712.0
37683,64050.0,45946.0
33468,63596.0,63618.0
73004,71555.0,26077.0
51941,14777.0,4157.0
41,47618.0,48485.0
27878,41187.0,66495.0
18028,42061.0,84229.0
16904,33024.0,20658.0
20227,65933.0,16783.0
79298,431.0,34466.0
40101,62867.0,81199.0
48644,56844.0,48871.0
14906,5711.0,14613.0
65287,47110.0,5881.0
13379,42698.0,47521.0
24433,82385.0,47822.0
79998,26271.0,53855.0
2517,16323.0,36017.0
53455,15673.0,32633.0
80447,5835.0,46569.0
37156,46704.0,67375.0
49309,71135.0,73558.0
57086,53926.0,13291.0
46328,11428.0,26461.0
71710,36566.0,23322.0
13316,27054.0,76521.0
33558,2331.0,5448.0
72773,49154.0,75955.0
22818,64357.0,20776.0
29693,74697.0,55317.0
61948,15478.0,25126.0
56175,38470.0,31540.0
42455,7989.0,78000.0
33523,49317.0,17501.0
54806,57597.0,56798.0
56702,64498.0,52407.0
77148,2436.0,68892.0
39340,21624.0,15618.0
47590,45790.0,16547.0
5411,12523.0,22392.0
1289,37809.0,25182.0
16649,31587.0,50163.0
75399,13373.0,53674.0
61605,10580.0,21848.0
11072,61484.0,8169.0
10465,37670.0,82061.0
85478,75405.0,16366.0
41665,35835.0,67456.0
828,47197.0,34035.0
84407,49132.0,73692.0
54173,41010.0,33912.0
71105,79991.0,30463.0
60228,52266.0,1880.0
35387,76251.0,730.0
81633,52398.0,54311.0
39545,18329.0,14131.0
46452,27695.0,14680.0
64943,65297.0,69369.0
38701,72454.0,58686.0
21877,33026.0,59240.0
81799,18533.0,70103.0
30822,41523.0,20416.0
20537,6175.0,85313.0
7976,29528.0,64126.0
73421,66038.0,62554.0
57335,20904.0,3482.0
59543,53133.0,5185.0
44750,51018.0,18838.0
83129,62044.0,79969.0
59499,69997.0,61466.0
41414,63289.0,13943.0
39898,40646.0,72676.0
19811,82336.0,36661.0
49226,47015.0,43651.0
27067,16759.0,8617.0
34141,11758.0,60358.0
49173,65324.0,4204.0
77318,9100.0,57497.0
3282,52210.0,2165.0
83661,30684.0,71424.0
14140,55382.0,70948.0
22964,55877.0,25108.0
86132,30228.0,19915.0
33167,76703.0,2960.0
38823,42223.0,10606.0
8231,6888.0,7781.0
47281,76186.0,29050.0
26231,28533.0,64606.0
37720,41827.0,1784.0
79327,82150.0,76005.0
17468,61591.0,8654.0
37445,36600.0,22549.0
66293,7278.0,4399.0
3118,69014.0,76591.0
36696,53499.0,9626.0
10507,55727.0,5053.0
62246,6525.0,18056.0
51748,73018.0,65258.0
26500,36234.0,35926.0
77268,78227.0,70332.0
41809,78261.0,56103.0
15621,78803.0,25255.0
20453,57599.0,15045.0
61712,33850.0,80190.0
65413,61138.0,61738.0
65127,45942.0,39737.0
66306,64897.0,71480.0
32585,34646.0,54072.0
8145,31909.0,37186.0
31784,35683.0,72926.0
79771,74778.0,45164.0
85315,35124.0,47428.0
19759,6966.0,85099.0
55519,3173.0,49361.0
15208,22611.0,53628.0
72675,70225.0,44766.0
28832,42096.0,75298.0
55524,46740.0,64378.0
5320,36664.0,66593.0
76442,20796.0,79439.0
11119,67467.0,46508.0
42072,3565.0,6000.0
75044,22848.0,33021.0
86205,76877.0,3304.0
24748,34367.0,36830.0
30983,39141.0,39671.0
59588,82922.0,6695.0
21144,80987.0,85195.0
44650,59964.0,54859.0
31434,43437.0,11558.0
82818,16540.0,30594.0
53860,33906.0,23213.0
40268,53359.0,6417.0
82360,51557.0,77440.0
23739,34655.0,36682.0
3933,29112.0,42163.0
19753,79494.0,848.0
81526,71807.0,7389.0
12618,64492.0,21439.0
7468,77870.0,62180.0
71566,15262.0,71149.0
2210,50394.0,46100.0
42509,2992.0,62843.0
84747,26040.0,11619.0
8135,74979.0,41079.0
21419,77021.0,5879.0
9488,18146.0,65613.0
26388,33704.0,80689.0
44671,45275.0,57739.0
18519,7319.0,49100.0
80361,56555.0,37022.0
31025,48027.0,36708.0
75811,53773.0,70531.0
36064,1696.0,44743.0
325,64635.0,85377.0
31495,70030.0,6579.0
54243,38373.0,5820.0
26973,22514.0,41436.0
32426,69136.0,8889.0
75856,86476.0,65877.0
33423,17233.0,48463.0
46279,67944.0,49098.0
24434,69387.0,43474.0
68886,64807.0,6561.0
77337,20291.0,6891.0
59552,20970.0,56559.0
76490,45332.0,47549.0
59823,3647.0,906.0
44030,1866.0,77308.0
57121,29718.0,70693.0
17033,10825.0,21023.0
77719,65887.0,73670.0
18048,79937.0,62877.0
66609,82229.0,4894.0
27155,82155.0,25971.0
31043,17635.0,61123.0
26233,70753.0,36545.0
31759,11076.0,14545.0
65176,32134.0,26308.0
43487,57097.0,84671.0
73694,58801.0,60899.0
68588,79175.0,67877.0
44316,1185.0,27819.0
72207,13897.0,49964.0
44991,82648.0,59600.0
76964,61830.0,10025.0
7243,69335.0,53245.0
55740,24929.0,76419.0
57951,20314.0,31557.0
78126,81528.0,79630.0
82988,54259.0,23984.0
70854,68644.0,86546.0
84848,66477.0,82016.0
79859,62609.0,58119.0
82132,59565.0,73217.0
55944,6913.0,34913.0
13047,69226.0,64840.0
35025,22496.0,51469.0
38607,22965.0,41518.0
3251,48417.0,59292.0
68846,21743.0,53671.0
54967,53874.0,64993.0
17353,49931.0,6935.0
47970,45055.0,68269.0
6199,40509.0,25535.0
67698,14340.0,39158.0
44076,80809.0,10654.0
54759,17090.0,10205.0
5770,80736.0,54562.0
42123,78193.0,38007.0
73879,1385.0,50964.0
79182,24252.0,69465.0
14958,29640.0,39431.0
13927,48015.0,11521.0
28813,24304.0,40997.0
75296,35582.0,24212.0
78531,4584.0,70844.0
27974,29614.0,59160.0
12,38864.0,56259.0
43135,27393.0,67607.0
17913,14488.0,63200.0
50749,41865.0,70860.0
82491,45361.0,49743.0
27642,10676.0,21095.0
38282,42366.0,47901.0
84870,13206.0,12610.0
37102,57971.0,16018.0
69501,69375.0,51598.0
73378,19933.0,55263.0
5955,18885.0,19031.0
32533,31201.0,8746.0
83474,70278.0,8277.0
12969,63916.0,7315.0
72235,8547.0,28744.0
27905,37391.0,60787.0
58314,82383.0,61893.0
68534,57111.0,81347.0
70798,83583.0,43219.0
70042,11912.0,37247.0
17070,2476.0,72469.0
34790,10035.0,2540.0
14246,68773.0,4440.0
45050,34590.0,9381.0
38927,69427.0,42218.0
30787,19736.0,26830.0
40231,40959.0,36383.0
64962,66343.0,6848.0
30777,76484.0,46290.0
39703,14170.0,83608.0
72248,8782.0,14657.0
13278,23591.0,17729.0
34919,71865.0,76947.0
80808,13813.0,50655.0
64882,60801.0,499.0
74630,29389.0,46035.0
37029,58484.0,20844.0
42214,1578.0,47875.0
14576,7759.0,67711.0
31717,62772.0,12887.0
34294,31813.0,59340.0
52910,24239.0,82424.0
57259,78566.0,9731.0
74461,83619.0,22833.0
43321,61958.0,28761.0
5367,69318.0,48493.0
60191,62045.0,5001.0
15435,70556.0,13342.0
82434,53108.0,46353.0
9264,54965.0,10512.0
8648,85354.0,74876.0
45962,3982.0,34667.0
78807,46270.0,65032.0
35714,85680.0,48023.0
45319,1087.0,16974.0
47845,71369.0,25612.0
2095,7683.0,3278.0
71851,70701.0,54371.0
5927,64298.0,81659.0
49826,23805.0,31067.0
26526,128.0,66058.0
64547,57411.0,54060.0
18250,17518.0,29188.0
33111,22302.0,71753.0
41635,22577.0,67347.0
20701,24499.0,76694.0
79085,33816.0,45664.0
20276,63587.0,41509.0
6976,65367.0,78145.0
33579,71527.0,59953.0
48121,46338.0,63119.0
71579,75083.0,74547.0
51385,31517.0,77430.0
55545,63111.0,59266.0
6252,74998.0,65137.0
46770,55724.0,3826.0
70932,80088.0,10583.0
49367,30362.0,13250.0
51944,25296.0,13404.0
3431,53457.0,76549.0
8970,41054.0,48955.0
70598,40567.0,41459.0
21811,14044.0,44295.0
57311,86343.0,4139.0
83019,49771.0,54966.0
10469,38949.0,3053.0
28324,27900.0,85490.0
74596,31640.0,6660.0
58668,38157.0,51170.0
34391,49467.0,61425.0
78073,12345.0,32258.0
61872,57493.0,62404.0
46462,23817.0,38962.0
56011,62608.0,36140.0
53052,34331.0,11921.0
38947,60220.0,79050.0
20873,28867.0,42884.0
29800,16125.0,30321.0
1602,50284.0,17128.0
74300,66050.0,38103.0
76241,36739.0,1928.0
47409,35106.0,36275.0
13072,45725.0,28072.0
1020,5216.0,47348.0
29701,75968.0,51749.0
29886,86077.0,5966.0
16009,239.0,75461.0
62884,36452.0,76665.0
57613,81991.0,70325.0
22079,35461.0,9722.0
36149,73533.0,33794.0
34431,40788.0,70882.0
66362,84081.0,79346.0
84817,46367.0,52288.0
36557,12035.0,176.0
39481,53939.0,564.0
71674,14944.0,30710.0
38911,85679.0,18960.0
43210,24876.0,33737.0
68420,75659.0,81151.0
69758,20507.0,69472.0
28023,46808.0,1438.0
23269,68609.0,19209.0
53615,72063.0,48041.0
61277,33889.0,82000.0
31867,52855.0,8240.0
19123,40302.0,20081.0
20479,48079.0,18512.0
84588,73504.0,62039.0
84358,21084.0,35799.0
81297,76770.0,71802.0
41425,27803.0,22269.0
65122,18437.0,5991.0
36732,16821.0,21479.0
16697,50342.0,36573.0
24277,36588.0,71683.0
2729,2996.0,25662.0
22162,66825.0,12681.0
15242,77636.0,26721.0
23072,33936.0,83406.0
74275,17588.0,27582.0
45711,16913.0,898.0
5502,57887.0,67871.0
62307,42159.0,27750.0
27542,33619.0,44878.0
68962,24482.0,2579.0
44491,35197.0,77020.0
71192,57115.0,10840.0
85307,59472.0,72907.0
21978,43164.0,67102.0
2784,79381.0,81932.0
19593,28312.0,46979.0
838,59209.0,42009.0
36707,27104.0,22602.0
75449,58259.0,12807.0
65998,15602.0,821.0
58840,21093.0,17820.0
57490,79485.0,37130.0
82470,58187.0,21362.0
48844,60494.0,8588.0
61981,57151.0,70578.0
62482,85853.0,62057.0
55331,71359.0,2888.0
85452,20395.0,50963.0
16823,46864.0,6541.0
43387,73900.0,8468.0
58317,82865.0,1297.0
59216,70013.0,53141.0
11234,47572.0,68370.0
30476,44982.0,80218.0
47985,34276.0,28417.0
84489,27753.0,22959.0
39896,4664.0,54335.0
41669,70630.0,20198.0
72200,20622.0,11527.0
33498,76807.0,13892.0
28199,65960.0,69907.0
72941,15938.0,40617.0
18716,45732.0,50451.0
72802,75728.0,59147.0
33574,49904.0,39960.0
1556,52244.0,79812.0
43802,76676.0,72276.0
10520,867.0,8485.0
32494,2508.0,51828.0
33860,10897.0,54769.0
77626,34144.0,14435.0
27148,40220.0,66625.0
245,75938.0,25653.0
80253,80707.0,10192.0
40400,83229.0,14169.0
64914,43676.0,28335.0
26063,57809.0,51713.0
13650,42075.0,41386.0
77777,47783.0,643.0
48866,23494.0,995.0
74268,47900.0,40871.0
18138,15885.0,11484.0
58637,15403.0,71783.0
10724,73771.0,39808.0
4553,30598.0,32345.0
77141,38802.0,21368.0
32303,63180.0,36143.0
50007,16681.0,64470.0
24484,45196.0,1361.0
45398,61236.0,10746.0
29883,71952.0,68192.0
64152,2574.0,26864.0
57901,57376.0,40635.0
67046,15803.0,33030.0
54571,24857.0,81765.0
14180,52637.0,15130.0
36802,52787.0,4536.0
55930,41396.0,23503.0
75425,66874.0,75493.0
35283,2550.0,21463.0
36699,33685.0,53686.0
27978,70713.0,48400.0
7422,83514.0,32595.0
65304,73065.0,1675.0
42389,68389.0,65628.0
12594,64833.0,75045.0
63065,35633.0,47392.0
428,46186.0,14087.0
38542,38137.0,83849.0
71867,51573.0,21702.0
38693,72641.0,70921.0
76443,2974.0,27173.0
13506,39195.0,71123.0
15137,68901.0,6253.0
62267,1945.0,47794.0
15342,69680.0,61548.0
83770,27845.0,29128.0
85420,39527.0,22853.0
2664,46020.0,38810.0
14046,60958.0,4645.0
19341,84892.0,58837.0
67608,37945.0,65928.0
76372,18023.0,37717.0
84017,47716.0,52618.0
58950,24521.0,3363.0
79387,38793.0,7036.0
4669,38989.0,63450.0
29380,43101.0,64464.0
72769,39486.0,12986.0
19989,82715.0,76354.0
55817,85151.0,36305.0
39688,26396.0,59986.0
18986,66996.0,9267.0
56710,18331.0,75963.0
3912,25088.0,1671.0
76662,56634.0,68432.0
47512,8428.0,72436.0
78150,18120.0,74511.0
71818,14500.0,42866.0
6950,64266.0,70995.0
56204,79920.0,15572.0
68409,15678.0,84113.0
77788,3896.0,43165.0
59651,79728.0,47486.0
27911,35960.0,9735.0
67039,839.0,37439.0
68756,55190.0,71785.0
23418,76520.0,57007.0
14148,68390.0,66402.0
3829,28553.0,68459.0
30233,83826.0,75258.0
37558,62052.0,58044.0
83996,75716.0,73885.0
41711,50853.0,67385.0
4786,86045.0,12296.0
59883,75214.0,56822.0
31414,22374.0,38347.0
84522,37046.0,21002.0
84060,54926.0,19709.0
72319,3222.0,75510.0
77861,28799.0,24098.0
9861,44604.0,80330.0
80405,34784.0,33817.0
71606,55135.0,78253.0
83623,46559.0,85685.0
60382,66456.0,10720.0
40820,69567.0,25880.0
67195,49655.0,62621.0
28470,78383.0,38553.0
27596,64617.0,44717.0
26906,74667.0,30940.0
19200,55791.0,15207.0
86264,29368.0,59427.0
15911,29141.0,65744.0
25542,54621.0,11265.0
65737,67987.0,41496.0
29334,86438.0,68250.0
45661,7751.0,18110.0
51100,45191.0,76728.0
28486,81017.0,34714.0
39088,76752.0,21579.0
65585,84499.0,57419.0
85455,54997.0,52415.0
76341,84166.0,50183.0
28384,84641.0,196.0
29182,28075.0,35407.0
873,25844.0,22974.0
41186,24456.0,19878.0
85872,4875.0,45415.0
7462,60648.0,73659.0
72181,82271.0,44157.0
76029,26168.0,48687.0
24173,37229.0,11181.0
43312,85626.0,53278.0
85094,45484.0,5787.0
61996,77327.0,53711.0
42410,842.0,70018.0
79948,81829.0,7862.0
32880,63840.0,55901.0
67769,17689.0,4148.0
4981,75712.0,23722.0
24202,62038.0,84186.0
46119,38988.0,69237.0
47039,8783.0,70238.0
40984,59198.0,65152.0
22774,23920.0,69551.0
83364,35982.0,28719.0
70962,15975.0,36977.0
3976,17417.0,55493.0
65114,5841.0,64530.0
3116,40886.0,38340.0
74407,38645.0,74962.0
44251,26602.0,7220.0
75119,2633.0,11359.0
73093,38363.0,36009.0
53656,36261.0,56838.0
24943,84284.0,50507.0
48246,62354.0,14811.0
30113,61013.0,2679.0
76366,5791.0,23590.0
51505,4812.0,4097.0
80850,22082.0,61947.0
41352,68930.0,56357.0
27179,46568.0,72129.0
81615,36677.0,49698.0
4829,21158.0,13818.0
59142,39667.0,5843.0
25812,2522.0,72488.0
15368,23299.0,55399.0
19260,38803.0,64487.0
55969,83526.0,36791.0
76481,27403.0,80657.0
13734,14445.0,47735.0
28422,54525.0,46239.0
59983,3300.0,14513.0
36919,66283.0,73499.0
6497,5395.0,24328.0
22710,85198.0,80241.0
37167,47263.0,24258.0
28819,50318.0,60215.0
46045,22358.0,60540.0
8238,40441.0,60729.0
53610,7459.0,9955.0
48525,55404.0,47105.0
55741,6310.0,76836.0
80471,64007.0,33327.0
53511,50289.0,42466.0
32111,12897.0,71653.0
32216,52296.0,28204.0
73658,8620.0,56010.0
19251,46956.0,52964.0
76803,52419.0,48483.0
52730,66041.0,37786.0
40092,64301.0,35358.0
21040,58993.0,3426.0
86247,31224.0,47386.0
83787,53240.0,53074.0
3091,83670.0,5740.0
21522,76977.0,35574.0
36521,40265.0,29578.0
79145,16929.0,33075.0
43194,30263.0,36377.0
43462,14972.0,85088.0
59982,74811.0,35406.0
55722,42021.0,34009.0
84834,13134.0,67091.0
52581,38412.0,49247.0
20297,31732.0,64871.0
53038,52500.0,45867.0
49617,84759.0,27264.0
26625,31304.0,48269.0
36961,3785.0,53549.0
79620,7737.0,28591.0
69178,22124.0,72663.0
15226,62928.0,23416.0
76085,39625.0,48468.0
55707,59376.0,43989.0
58787,80555.0,21396.0
84420,5020.0,11078.0
71061,63897.0,41073.0
30051,957.0,44719.0
926,20434.0,37593.0
45121,79435.0,80114.0
2641,13150.0,11744.0
43984,76526.0,38422.0
68676,29937.0,80195.0
64903,13099.0,24625.0
80432,84608.0,54805.0
15260,80940.0,73713.0
9582,61380.0,19783.0
7395,1001.0,75947.0
73716,1197.0,13770.0
3473,68683.0,2152.0
63495,15862.0,6894.0
81219,33604.0,50456.0
39247,75687.0,24895.0
11835,71801.0,38739.0
73051,53566.0,51508.0
16320,72338.0,30400.0
47450,72705.0,50759.0
33287,25647.0,57646.0
68924,53479.0,76495.0
50501,30827.0,11327.0
85572,26803.0,81409.0
13723,29929.0,74924.0
44265,4990.0,57123.0
954,60013.0,20668.0
54934,66587.0,25758.0
6919,20346.0,2313.0
17537,11820.0,31542.0
6872,26115.0,42775.0
11165,53503.0,79971.0
85402,66738.0,64607.0
54439,22460.0,58213.0
37923,79830.0,13122.0
16936,15488.0,21100.0
33189,20506.0,31265.0
50086,70446.0,36983.0
69401,74884.0,31807.0
52031,21838.0,32240.0
64663,73178.0,60806.0
60175,40811.0,68693.0
54993,68864.0,56192.0
9819,86160.0,85134.0
25796,53758.0,64853.0
15004,7580.0,16423.0
20777,44313.0,74285.0
6070,84906.0,24670.0
2058,55392.0,12966.0
72135,28284.0,76345.0
76426,11702.0,8478.0
82173,74729.0,75026.0
60132,69498.0,73734.0
41204,37406.0,32465.0
34365,77766.0,3309.0
83150,48055.0,30965.0
41088,32271.0,75531.0
84810,17810.0,67644.0
23835,1013.0,40801.0
12335,55027.0,11272.0
16573,62971.0,15663.0
795,103.0,69685.0
61488,28954.0,68346.0
4327,32773.0,85852.0
39985,71195.0,36755.0
16739,57334.0,1362.0
75249,68508.0,49046.0
10576,24891.0,20510.0
15974,6432.0,12603.0
67614,74565.0,82817.0
22984,22934.0,78779.0
16718,37640.0,10849.0
7390,44744.0,39785.0
25942,62702.0,45796.0
67311,12476.0,62688.0
85068,39946.0,2168.0
55251,63527.0,70169.0
22981,40625.0,53754.0
38324,77605.0,75547.0
18293,40437.0,67512.0
9793,81292.0,15217.0
28396,61237.0,42647.0
43760,60559.0,78151.0
13744,80545.0,51463.0
42994,48727.0,60479.0
9384,7615.0,21138.0
41818,81392.0,46247.0
58121,18620.0,50261.0
10127,25869.0,16133.0
58751,43105.0,46805.0
75590,15315.0,84931.0
6551,37147.0,24528.0
56051,28494.0,42961.0
60387,37571.0,1276.0
84869,5102.0,3629.0
45866,66971.0,13600.0
62747,79207.0,79461.0
67964,75370.0,57164.0
12508,34933.0,25213.0
6056,76824.0,79927.0
20960,40488.0,70106.0
62176,82991.0,59554.0
30205,38586.0,86364.0
16451,73878.0,2626.0
23788,7343.0,44206.0
76629,19792.0,48712.0
20839,57112.0,46199.0
23044,15506.0,58667.0
47623,78180.0,71290.0
40061,34316.0,41308.0
10408,38923.0,29117.0
69229,20181.0,63030.0
35998,63393.0,21957.0
32138,44573.0,85991.0
67290,19440.0,60080.0
50815,17056.0,35251.0
42288,75094.0,21548.0
8243,58155.0,37768.0
4419,70802.0,28689.0
25732,56090.0,28847.0
472,17781.0,39146.0
6182,50628.0,80975.0
62356,33242.0,7437.0
64376,49541.0,8710.0
22083,39046.0,38933.0
50305,54701.0,34394.0
19957,84866.0,24735.0
23679,68160.0,6312.0
34605,49446.0,47300.0
54493,68018.0,81287.0
43229,72673.0,16038.0
63717,85341.0,53578.0
43932,57102.0,48391.0
28211,7132.0,31840.0
41727,73628.0,23293.0
65559,24716.0,23844.0
83067,22221.0,51832.0
84010,32941.0,28939.0
49290,685.0,8287.0
85768,4877.0,77738.0
25641,71408.0,46310.0
39201,76839.0,41851.0
53115,49260.0,17760.0
4780,54574.0,46711.0
79279,85723.0,82521.0
51402,9900.0,33426.0
1410,47262.0,51817.0
10986,81063.0,82652.0
70539,67798.0,17575.0
4187,21920.0,37166.0
63055,40311.0,63781.0
14243,81706.0,48915.0
13873,38033.0,22686.0
44611,77661.0,36758.0
81648,11113.0,41389.0
12262,73817.0,67023.0
7881,76378.0,34194.0
14916,77424.0,22348.0
65759,27090.0,22629.0
68460,17037.0,85833.0
56796,18078.0,33624.0
49292,20158.0,75422.0
40571,60325.0,20000.0
44960,29643.0,52110.0
55045,25690.0,19537.0
24382,66047.0,47704.0
44762,18067.0,86081.0
61130,37094.0,34795.0
25507,35858.0,38613.0
36238,42134.0,5358.0
17188,51506.0,75455.0
4048,26334.0,19064.0
10303,78495.0,52139.0
27527,49073.0,67473.0
45723,28500.0,21870.0
46397,21436.0,19891.0
26058,46038.0,8005.0
3603,66415.0,7323.0
11846,8489.0,9008.0
28362,64507.0,44240.0
34231,28140.0,63986.0
12233,83134.0,84390.0
10573,81119.0,11713.0
8636,31029.0,38657.0
71729,59000.0,46833.0
74999,44661.0,653.0
13605,28127.0,81667.0
54602,74641.0,59120.0
28961,45340.0,28513.0
59380,56745.0,6969.0
68573,61522.0,70742.0
68052,1173.0,35083.0
61139,31580.0,25306.0
53507,23791.0,38027.0
36967,33451.0,57537.0
69135,39690.0,7625.0
17315,38288.0,2563.0
81847,646.0,45699.0
84649,18657.0,37152.0
32890,65109.0,67426.0
46890,70922.0,42015.0
71266,51888.0,23174.0
84183,29648.0,44607.0
33112,38831.0,50030.0
75867,19028.0,3132.0
26179,83334.0,11949.0
47231,33638.0,32644.0
74413,72800.0,2608.0
60836,40415.0,62994.0
59047,52991.0,83271.0
16399,17562.0,77664.0
53757,61283.0,27291.0
46136,82802.0,37737.0
13253,69587.0,4549.0
17478,24200.0,632.0
42153,55736.0,25011.0
50025,78728.0,45862.0
41149,59525.0,51509.0
72510,2229.0,15394.0
65513,14355.0,66056.0
49097,37532.0,30159.0
47288,79684.0,8959.0
86033,70141.0,64632.0
81674,44937.0,8731.0
16499,85316.0,62011.0
80133,12139.0,19090.0
33273,669.0,54601.0
58207,75004.0,31054.0
86263,79126.0,33751.0
75096,76390.0,54657.0
15502,23175.0,48111.0
79444,86360.0,24847.0
72755,55052.0,84744.0
9789,52886.0,68029.0
36278,41897.0,35096.0
68897,65929.0,24537.0
67983,5998.0,573.0
24005,82449.0,48683.0
60068,46736.0,49320.0
50491,53138.0,59437.0
75140,71732.0,69365.0
48606,74699.0,19672.0
22057,40169.0,57710.0
25855,56269.0,79360.0
39383,33250.0,63325.0
12997,61392.0,81924.0
33862,9720.0,66750.0
52612,60357.0,20913.0
2145,69253.0,72244.0
41717,15420.0,53280.0
56728,22663.0,15879.0
54170,64333.0,6367.0
20318,69781.0,75144.0
65247,34900.0,69503.0
73045,51793.0,66303.0
11716,25512.0,1864.0
2914,11832.0,85330.0
20376,81156.0,21820.0
32781,66756.0,49657.0
